,title,description,source,url,sentiment_score
0,"Nvidia Beats Q3 Revenue, EPS Estimates, Supply Constraints Ding Stock: Huang Says 'Age Of AI Is In Full Steam' (UPDATED)",Editor’s note: This story has been updated with additional information. NVIDIA Corporation (NASDAQ:NVDA) continued its streak of beating expectations with...,Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-beats-q3-revenue-eps-004447733.html,0.0
1,NVIDIA Corporation (NVDA) Supply Chain Boosted by Vishay’s Strong Orders for AI Servers and RTX 50 Series,"We recently compiled a list of the 15 AI Stocks on Wall Street’s Radar. In this article, we are going to take a look at where NVIDIA Corporation (NASDAQ:NVDA...",Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-corporation-nvda-supply-chain-195023718.html,0.0
2,This Analyst With 85% Accuracy Rate Sees Over 30% Upside In Nvidia - Here Are 5 Stock Picks For Last Week From Wall Street's Most Accurate Analysts,"U.S. stocks settled higher on Friday, with the Dow Jones index closed at a fresh record level during the session. Major indices on the Wall Street recorded...",Yahoo Entertainment,https://finance.yahoo.com/news/analyst-85-accuracy-rate-sees-165811109.html,0.128125
3,Nvidia Adds Ex-NASA Space Center Director Ellen Ochoa to Board,"(Bloomberg) -- Nvidia Corp., the world’s most valuable company, named NASA veteran Ellen Ochoa as a director, expanding the size of its board to 13 members. ...",Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-adds-ex-nasa-space-220737762.html,0.25
4,Nvidia overtakes Apple as world's most valuable firm,"Nvidia Corporation surpassed Apple Inc. as the world's most valuable business by market capitalization, the Companies Market Cap website showed on Tuesday.According to the calculation, Nvidia's value ...",Biztoc.com,https://biztoc.com/x/5c39f5c915e018af,0.5
5,"Nvidia Joining Dow Jones Industrial Average: Where Tech Giant Ranks In The Index, Why Sherwin-Williams Addition Could Be More Important","Technology giant NVIDIA Corp NVDA is set to join the Dow Jones Industrial Average on Nov. 8 replacing Intel Corporation INTC, a move predicted by several market experts to Benzinga months ago.
Here's a look at what the Dow Jones Industrial Average inclusion m…",Biztoc.com,https://biztoc.com/x/41a4a01f30b7b9ed,-0.075
6,"Market Digest: EQIX, HON, HSY, NVDA, ALC","Find the latest NVIDIA Corporation (NVDA) stock forecast based on top analyst's estimates, plus more investing and trading data from Yahoo Finance",Yahoo Entertainment,https://finance.yahoo.com/research/reports/ARGUS_41892_MarketSummary_1732189686000/,0.5
7,NVIDIA Corporation (NVDA) Downgraded by Phillip Securities on Margin Guidance Despite Price Target Increase,"We recently compiled a list of the 15 AI Stocks Trending on Financial Media. In this article, we are going to take a look at where NVIDIA Corporation...",Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-corporation-nvda-downgraded-phillip-091854122.html,0.0
8,NVIDIA Corporation (NVDA) Maintains Strong AI Demand: Loop Capital’s Bullish Outlook,"We recently published a list of 14 AI News Updates Wall Street Is Monitoring. In this article, we are going to take a look at where NVIDIA Corporation...",Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-corporation-nvda-maintains-strong-130235391.html,0.0
9,"NVIDIA Corporation (NVDA): China Welcomes NVIDIA’s Presence, Aims to Improve US-China Trade Relations","We recently compiled a list of the 15 AI Stocks That are Making Headlines. In this article, we are going to take a look at where NVIDIA Corporation...",Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-corporation-nvda-china-welcomes-121222364.html,0.0
10,Behind The Scenes: Nvidia’s Great Rise And The New Data Center Era,What’s going on inside Nvidia as the company contributes to a new wave of data center engineering?,Forbes,https://www.forbes.com/sites/johnwerner/2024/11/08/behind-the-scenes-nvidias-great-rise-and-the-new-data-center-era/,0.018181818181818174
11,Intel slapped with class action lawsuit over crashing CPU fiasco,"Intel’s issues with 13th- and 14th-gen CPU crashes are well-documented at this point. To make a long story short: High-end chips have been crashing and failing with apparently irreversible damage, and Intel blames overzealous performance settings in the mothe…",PCWorld,https://www.pcworld.com/article/2515623/intel-slapped-with-class-action-lawsuit-over-crashing-cpu-fiasco.html,0.0
12,Is NVIDIA Corporation (NVDA) the Best Stock to Buy and Hold for 5 Years?,"We recently published a list of 10 Best Stocks to Buy and Hold For 5 Years. In this article, we are going to take a look at where NVIDIA Corporation...",Yahoo Entertainment,https://finance.yahoo.com/news/nvidia-corporation-nvda-best-stock-162334223.html,0.5
